line_id,date,total_revenue_egp,total_trips,total_passengers
Transfer_Line1/Line2,2024-09-07,46313,149,3446
Transfer_Line1/Line2,2024-09-08,58488,152,4547
Transfer_Line1/Line2,2024-09-09,44979,132,3404
Transfer_Line1/Line2,2024-09-10,41634,135,3278
Transfer_Line1/Line2,2024-09-11,44344,116,3321
Transfer_Line1/Line2,2024-09-12,53682,146,3959
Transfer_Line1/Line2,2024-09-13,45837,104,3470
Transfer_Line1/Line2,2024-09-14,45117,127,3336
Transfer_Line1/Line2,2024-09-15,27272,67,2063
Transfer_Line1/Line2,2024-09-16,68391,175,5185
Transfer_Line1/Line2,2024-09-17,58218,174,4282
Transfer_Line1/Line2,2024-09-18,74942,183,5481
Transfer_Line1/Line2,2024-09-19,45157,155,3502
Transfer_Line1/Line2,2024-09-20,35132,107,2632
Transfer_Line1/Line2,2024-09-21,52108,131,4059
Transfer_Line1/Line2,2024-09-22,42192,127,3157
Transfer_Line1/Line2,2024-09-23,50868,180,4019
Transfer_Line1/Line2,2024-09-24,63984,191,4758
Transfer_Line1/Line2,2024-09-25,63661,194,5067
Transfer_Line1/Line2,2024-09-26,55656,176,4206
Transfer_Line1/Line2,2024-09-27,35086,119,2671
Transfer_Line1/Line2,2024-09-28,39616,131,2956
Transfer_Line1/Line2,2024-09-29,27420,95,2163
Transfer_Line1/Line2,2024-09-30,72670,223,5637
Transfer_Line1/Line2,2024-10-01,58418,193,4422
Transfer_Line1/Line2,2024-10-02,66789,178,4978
Transfer_Line1/Line2,2024-10-03,58629,170,4349
Transfer_Line1/Line2,2024-10-04,44515,113,3270
Transfer_Line1/Line2,2024-10-05,35267,114,2921
Transfer_Line1/Line2,2024-10-06,36561,107,2828
Transfer_Line1/Line2,2024-10-07,68744,176,4990
Transfer_Line1/Line2,2024-10-08,66761,209,5080
Transfer_Line1/Line2,2024-10-09,53542,181,4013
Transfer_Line1/Line2,2024-10-10,61688,199,4762
Transfer_Line1/Line2,2024-10-11,27116,104,2223
Transfer_Line1/Line2,2024-10-12,43126,122,3087
Transfer_Line1/Line2,2024-10-13,34814,109,2747
Transfer_Line1/Line2,2024-10-14,41695,161,3086
Transfer_Line1/Line2,2024-10-15,69266,197,5199
Transfer_Line1/Line2,2024-10-16,58477,166,4452
Transfer_Line1/Line2,2024-10-17,67454,185,4955
Transfer_Line1/Line2,2024-10-18,38951,117,3046
Transfer_Line1/Line2,2024-10-19,41419,124,3220
Transfer_Line1/Line2,2024-10-20,32463,109,2471
Transfer_Line1/Line2,2024-10-21,53980,184,4411
Transfer_Line1/Line2,2024-10-22,56309,184,4254
Transfer_Line1/Line2,2024-10-23,56138,166,4324
Transfer_Line1/Line2,2024-10-24,80657,228,6355
Transfer_Line1/Line2,2024-10-25,44607,122,3266
Transfer_Line1/Line2,2024-10-26,37748,121,2844
Transfer_Line1/Line2,2024-10-27,38889,102,3024
Transfer_Line1/Line2,2024-10-28,47690,147,3710
Transfer_Line1/Line2,2024-10-29,51512,149,4028
Transfer_Line1/Line2,2024-10-30,68157,186,5299
Transfer_Line1/Line2,2024-10-31,64800,182,4854
Transfer_Line1/Line2,2024-11-01,38226,114,2802
Transfer_Line1/Line2,2024-11-02,35299,117,2744
Transfer_Line1/Line2,2024-11-03,27661,95,2271
Transfer_Line1/Line2,2024-11-04,62353,174,4789
Transfer_Line1/Line2,2024-11-05,52973,178,4198
Transfer_Line1/Line2,2024-11-06,79371,194,5970
Transfer_Line1/Line2,2024-11-07,63154,184,4824
Transfer_Line1/Line2,2024-11-08,46666,126,3531
Transfer_Line1/Line2,2024-11-09,35684,116,2598
Transfer_Line1/Line2,2024-11-10,30551,99,2340
Transfer_Line1/Line2,2024-11-11,63269,166,4717
Transfer_Line1/Line2,2024-11-12,57743,193,4284
Transfer_Line1/Line2,2024-11-13,56312,173,4493
Transfer_Line1/Line2,2024-11-14,67168,186,4866
Transfer_Line1/Line2,2024-11-15,31756,105,2404
Transfer_Line1/Line2,2024-11-16,33718,121,2663
Transfer_Line1/Line2,2024-11-17,40709,122,3107
Transfer_Line1/Line2,2024-11-18,57785,174,4382
Transfer_Line1/Line2,2024-11-19,71000,176,5287
Transfer_Line1/Line2,2024-11-20,70946,199,5467
Transfer_Line1/Line2,2024-11-21,66148,180,4778
Transfer_Line1/Line2,2024-11-22,41099,122,3119
Transfer_Line1/Line2,2024-11-23,36936,108,2817
Transfer_Line1/Line2,2024-11-24,36079,106,2802
Transfer_Line1/Line2,2024-11-25,67177,181,5182
Transfer_Line1/Line2,2024-11-26,61228,204,4751
Transfer_Line1/Line2,2024-11-27,61242,182,4675
Transfer_Line1/Line2,2024-11-28,54951,178,4126
Transfer_Line1/Line2,2024-11-29,35057,99,2805
Transfer_Line1/Line2,2024-11-30,37021,116,3008
Transfer_Line1/Line2,2024-12-01,35170,102,2751
Transfer_Line1/Line2,2024-12-02,61903,182,4799
Transfer_Line1/Line2,2024-12-03,76075,193,5706
Transfer_Line1/Line2,2024-12-04,60625,201,4671
Transfer_Line1/Line2,2024-12-05,56865,183,4314
Transfer_Line1/Line2,2024-12-06,47346,123,3579
Transfer_Line1/Line2,2024-12-07,41990,119,3058
Transfer_Line1/Line2,2024-12-08,36914,99,2695
Transfer_Line1/Line2,2024-12-09,74392,199,5611
Transfer_Line1/Line2,2024-12-10,65377,184,4818
Transfer_Line1/Line2,2024-12-11,71762,206,5521
Transfer_Line1/Line2,2024-12-12,64557,188,4855
Transfer_Line1/Line2,2024-12-13,36006,106,2787
Transfer_Line1/Line2,2024-12-14,36574,96,2703
Transfer_Line1/Line2,2024-12-15,39096,109,3067
Transfer_Line1/Line2,2024-12-16,57987,166,4359
Transfer_Line1/Line2,2024-12-17,53701,170,4061
Transfer_Line1/Line2,2024-12-18,61820,170,4722
Transfer_Line1/Line2,2024-12-19,59796,184,4325
Transfer_Line1/Line2,2024-12-20,37271,118,2758
Transfer_Line1/Line2,2024-12-21,50508,119,3689
Transfer_Line1/Line2,2024-12-22,40089,107,3112
Transfer_Line1/Line2,2024-12-23,61679,196,4740
Transfer_Line1/Line2,2024-12-24,66091,192,5071
Transfer_Line1/Line2,2024-12-25,73843,200,5643
Transfer_Line1/Line2,2024-12-26,66327,212,5042
Transfer_Line1/Line2,2024-12-27,43159,122,3243
Transfer_Line1/Line2,2024-12-28,39625,123,3111
Transfer_Line1/Line2,2024-12-29,33237,102,2418
Transfer_Line1/Line2,2024-12-30,47105,173,3669
Transfer_Line1/Line2,2024-12-31,46052,159,3420
Transfer_Line1/Line3,2024-01-01,8272,29,631
Transfer_Line1/Line3,2024-01-02,42044,97,3013
Transfer_Line1/Line3,2024-01-03,39050,95,2955
Transfer_Line1/Line3,2024-01-04,23287,87,1824
Transfer_Line1/Line3,2024-01-05,17120,52,1418
Transfer_Line1/Line3,2024-01-06,21120,60,1601
Transfer_Line1/Line3,2024-01-07,4744,22,350
Transfer_Line1/Line3,2024-01-08,40033,111,3089
Transfer_Line1/Line3,2024-01-09,36776,114,2893
Transfer_Line1/Line3,2024-01-10,33628,83,2591
Transfer_Line1/Line3,2024-01-11,33295,99,2500
Transfer_Line1/Line3,2024-01-12,16138,51,1377
Transfer_Line1/Line3,2024-01-13,28009,61,1976
Transfer_Line1/Line3,2024-01-14,19866,64,1547
Transfer_Line1/Line3,2024-01-15,29809,71,2176
Transfer_Line1/Line3,2024-01-16,26642,80,1933
Transfer_Line1/Line3,2024-01-17,30011,71,2266
Transfer_Line1/Line3,2024-01-18,30083,67,2265
Transfer_Line1/Line3,2024-01-19,28180,74,2090
Transfer_Line1/Line3,2024-01-20,20123,57,1485
Transfer_Line1/Line3,2024-01-21,17877,59,1297
Transfer_Line1/Line3,2024-01-22,34914,81,2625
Transfer_Line1/Line3,2024-01-23,19884,63,1643
Transfer_Line1/Line3,2024-01-24,26659,68,1828
Transfer_Line1/Line3,2024-01-25,11310,23,820
Transfer_Line1/Line3,2024-01-26,24515,60,1982
Transfer_Line1/Line3,2024-01-27,22113,65,1563
Transfer_Line1/Line3,2024-01-28,20061,65,1572
Transfer_Line1/Line3,2024-01-29,22653,70,1915
Transfer_Line1/Line3,2024-01-30,20879,61,1542
Transfer_Line1/Line3,2024-01-31,23328,72,1752
Transfer_Line1/Line3,2024-02-01,27120,80,2037
Transfer_Line1/Line3,2024-02-02,20851,61,1581
Transfer_Line1/Line3,2024-02-03,17077,58,1239
Transfer_Line1/Line3,2024-02-04,28276,74,2153
Transfer_Line1/Line3,2024-02-05,20260,57,1548
Transfer_Line1/Line3,2024-02-06,23588,65,1924
Transfer_Line1/Line3,2024-02-07,18166,62,1362
Transfer_Line1/Line3,2024-02-08,21007,62,1568
Transfer_Line1/Line3,2024-02-09,21850,79,1731
Transfer_Line1/Line3,2024-02-10,27109,69,2009
Transfer_Line1/Line3,2024-02-11,17932,53,1358
Transfer_Line1/Line3,2024-02-12,33497,101,2607
Transfer_Line1/Line3,2024-02-13,33193,95,2478
Transfer_Line1/Line3,2024-02-14,37237,104,2743
Transfer_Line1/Line3,2024-02-15,26431,84,1936
Transfer_Line1/Line3,2024-02-16,20465,46,1489
Transfer_Line1/Line3,2024-02-17,18891,50,1457
Transfer_Line1/Line3,2024-02-18,22872,61,1728
Transfer_Line1/Line3,2024-02-19,32189,89,2449
Transfer_Line1/Line3,2024-02-20,31640,98,2327
Transfer_Line1/Line3,2024-02-21,27776,93,2197
Transfer_Line1/Line3,2024-02-22,32016,93,2530
Transfer_Line1/Line3,2024-02-23,14146,62,1113
Transfer_Line1/Line3,2024-02-24,19298,49,1558
Transfer_Line1/Line3,2024-02-25,20776,59,1538
Transfer_Line1/Line3,2024-02-26,35669,100,2710
Transfer_Line1/Line3,2024-02-27,29888,86,2238
Transfer_Line1/Line3,2024-02-28,27425,79,1996
Transfer_Line1/Line3,2024-02-29,35068,100,2709
Transfer_Line1/Line3,2024-03-01,18961,52,1347
Transfer_Line1/Line3,2024-03-02,14840,46,1117
Transfer_Line1/Line3,2024-03-03,19827,60,1548
Transfer_Line1/Line3,2024-03-04,40174,104,2928
Transfer_Line1/Line3,2024-03-05,33798,98,2475
Transfer_Line1/Line3,2024-03-06,38852,97,2810
Transfer_Line1/Line3,2024-03-07,28270,85,2207
Transfer_Line1/Line3,2024-03-08,16044,47,1123
Transfer_Line1/Line3,2024-03-09,14962,55,1138
Transfer_Line1/Line3,2024-03-10,16921,51,1325
Transfer_Line1/Line3,2024-03-11,24205,87,1707
Transfer_Line1/Line3,2024-03-12,41011,88,3000
Transfer_Line1/Line3,2024-03-13,29857,82,2368
Transfer_Line1/Line3,2024-03-14,33750,86,2536
Transfer_Line1/Line3,2024-03-15,21414,56,1592
Transfer_Line1/Line3,2024-03-16,17494,48,1277
Transfer_Line1/Line3,2024-03-17,15164,55,1053
Transfer_Line1/Line3,2024-03-18,33829,95,2561
Transfer_Line1/Line3,2024-03-19,28882,91,2222
Transfer_Line1/Line3,2024-03-20,27723,86,2155
Transfer_Line1/Line3,2024-03-21,38114,116,2949
Transfer_Line1/Line3,2024-03-22,19713,56,1468
Transfer_Line1/Line3,2024-03-23,24694,70,1858
Transfer_Line1/Line3,2024-03-24,12799,43,1043
Transfer_Line1/Line3,2024-03-25,24470,85,1981
Transfer_Line1/Line3,2024-03-26,32847,87,2555
Transfer_Line1/Line3,2024-03-27,28974,93,2304
Transfer_Line1/Line3,2024-03-28,26696,92,2081
Transfer_Line1/Line3,2024-03-29,18917,48,1431
Transfer_Line1/Line3,2024-03-30,22304,74,1670
Transfer_Line1/Line3,2024-03-31,17312,51,1342
Transfer_Line1/Line3,2024-04-01,38868,104,2912
Transfer_Line1/Line3,2024-04-02,23225,78,1752
Transfer_Line1/Line3,2024-04-03,23049,82,1841
Transfer_Line1/Line3,2024-04-04,28264,83,2078
Transfer_Line1/Line3,2024-04-05,19763,60,1435
Transfer_Line1/Line3,2024-04-06,17953,50,1406
Transfer_Line1/Line3,2024-04-07,20045,48,1610
Transfer_Line1/Line3,2024-04-08,36293,106,2712
Transfer_Line1/Line3,2024-04-09,7166,24,562
Transfer_Line1/Line3,2024-04-10,11249,33,857
Transfer_Line1/Line3,2024-04-11,10047,25,745
Transfer_Line1/Line3,2024-04-12,25045,58,1877
Transfer_Line1/Line3,2024-04-13,19871,57,1575
Transfer_Line1/Line3,2024-04-14,22576,67,1693
Transfer_Line1/Line3,2024-04-15,24967,81,1985
Transfer_Line1/Line3,2024-04-16,32862,98,2537
Transfer_Line1/Line3,2024-04-17,38512,93,2899
Transfer_Line1/Line3,2024-04-18,31768,84,2297
Transfer_Line1/Line3,2024-04-19,14730,41,1013
Transfer_Line1/Line3,2024-04-20,16229,47,1200
Transfer_Line1/Line3,2024-04-21,23158,59,1786
Transfer_Line1/Line3,2024-04-22,31012,98,2311
Transfer_Line1/Line3,2024-04-23,23069,77,1661
Transfer_Line1/Line3,2024-04-24,28420,97,2252
Transfer_Line1/Line3,2024-04-25,5785,23,438
Transfer_Line1/Line3,2024-04-26,16041,55,1191
Transfer_Line1/Line3,2024-04-27,18363,57,1414
Transfer_Line1/Line3,2024-04-28,19043,56,1444
Transfer_Line1/Line3,2024-04-29,25358,94,2033
Transfer_Line1/Line3,2024-04-30,31837,102,2375
Transfer_Line1/Line3,2024-05-01,8626,32,680
Transfer_Line1/Line3,2024-05-02,31297,95,2359
Transfer_Line1/Line3,2024-05-03,19394,54,1462
Transfer_Line1/Line3,2024-05-04,16170,51,1186
Transfer_Line1/Line3,2024-05-05,9282,28,664
Transfer_Line1/Line3,2024-05-06,11520,34,789
Transfer_Line1/Line3,2024-05-07,30147,83,2241
Transfer_Line1/Line3,2024-05-08,31314,80,2293
Transfer_Line1/Line3,2024-05-09,38132,108,2888
Transfer_Line1/Line3,2024-05-10,20950,50,1547
Transfer_Line1/Line3,2024-05-11,19549,56,1395
Transfer_Line1/Line3,2024-05-12,15165,41,1145
Transfer_Line1/Line3,2024-05-13,26350,88,2117
Transfer_Line1/Line3,2024-05-14,30809,101,2376
Transfer_Line1/Line3,2024-05-15,27776,81,1946
Transfer_Line1/Line3,2024-05-16,31125,92,2374
Transfer_Line1/Line3,2024-05-17,19331,61,1540
Transfer_Line1/Line3,2024-05-18,17590,52,1324
Transfer_Line1/Line3,2024-05-19,13722,49,1065
Transfer_Line1/Line3,2024-05-20,33522,89,2550
Transfer_Line1/Line3,2024-05-21,25232,70,1867
Transfer_Line1/Line3,2024-05-22,39955,107,2841
Transfer_Line1/Line3,2024-05-23,30180,94,2269
Transfer_Line1/Line3,2024-05-24,17065,58,1397
Transfer_Line1/Line3,2024-05-25,8833,42,668
Transfer_Line1/Line3,2024-05-26,17217,49,1315
Transfer_Line1/Line3,2024-05-27,26642,76,1908
Transfer_Line1/Line3,2024-05-28,38031,108,2888
Transfer_Line1/Line3,2024-05-29,43620,121,3281
Transfer_Line1/Line3,2024-05-30,32213,80,2428
Transfer_Line1/Line3,2024-05-31,16504,48,1184
Transfer_Line1/Line3,2024-06-01,23295,66,1731
Transfer_Line1/Line3,2024-06-02,22600,69,1725
Transfer_Line1/Line3,2024-06-03,18855,69,1482
Transfer_Line1/Line3,2024-06-04,23802,69,1913
Transfer_Line1/Line3,2024-06-05,26455,73,1902
Transfer_Line1/Line3,2024-06-06,18097,64,1453
Transfer_Line1/Line3,2024-06-07,22698,57,1710
Transfer_Line1/Line3,2024-06-08,16450,56,1298
Transfer_Line1/Line3,2024-06-09,22396,69,1804
Transfer_Line1/Line3,2024-06-10,28011,81,2236
Transfer_Line1/Line3,2024-06-11,15839,53,1288
Transfer_Line1/Line3,2024-06-12,28770,68,2108
Transfer_Line1/Line3,2024-06-13,34156,91,2501
Transfer_Line1/Line3,2024-06-14,21683,63,1678
Transfer_Line1/Line3,2024-06-15,12520,29,982
Transfer_Line1/Line3,2024-06-16,9125,29,679
Transfer_Line1/Line3,2024-06-17,8709,28,636
Transfer_Line1/Line3,2024-06-18,7743,26,568
Transfer_Line1/Line3,2024-06-19,8120,28,599
Transfer_Line1/Line3,2024-06-20,20649,62,1567
Transfer_Line1/Line3,2024-06-21,16111,59,1253
Transfer_Line1/Line3,2024-06-22,21424,53,1620
Transfer_Line1/Line3,2024-06-23,20976,64,1543
Transfer_Line1/Line3,2024-06-24,19778,59,1399
Transfer_Line1/Line3,2024-06-25,26431,84,2105
Transfer_Line1/Line3,2024-06-26,21413,64,1562
Transfer_Line1/Line3,2024-06-27,22857,65,1667
Transfer_Line1/Line3,2024-06-28,23402,60,1636
Transfer_Line1/Line3,2024-06-29,18963,62,1418
Transfer_Line1/Line3,2024-06-30,26070,78,1832
Transfer_Line1/Line3,2024-07-01,21973,72,1675
Transfer_Line1/Line3,2024-07-02,28199,82,2168
Transfer_Line1/Line3,2024-07-03,18439,52,1359
Transfer_Line1/Line3,2024-07-04,25673,67,1952
Transfer_Line1/Line3,2024-07-05,18310,55,1329
Transfer_Line1/Line3,2024-07-06,24522,65,1856
Transfer_Line1/Line3,2024-07-07,9394,29,577
Transfer_Line1/Line3,2024-07-08,12169,53,931
Transfer_Line1/Line3,2024-07-09,24953,74,1876
Transfer_Line1/Line3,2024-07-10,24918,61,1934
Transfer_Line1/Line3,2024-07-11,25064,61,1802
Transfer_Line1/Line3,2024-07-12,23496,63,1697
Transfer_Line1/Line3,2024-07-13,23418,68,1623
Transfer_Line1/Line3,2024-07-14,29623,75,2261
Transfer_Line1/Line3,2024-07-15,21795,66,1720
Transfer_Line1/Line3,2024-07-16,16000,60,1236
Transfer_Line1/Line3,2024-07-17,16993,54,1317
Transfer_Line1/Line3,2024-07-18,24524,75,1818
Transfer_Line1/Line3,2024-07-19,21716,64,1638
Transfer_Line1/Line3,2024-07-20,22546,63,1631
Transfer_Line1/Line3,2024-07-21,26019,63,1985
Transfer_Line1/Line3,2024-07-22,25082,75,1878
Transfer_Line1/Line3,2024-07-23,7114,26,604
Transfer_Line1/Line3,2024-07-24,15688,50,1189
Transfer_Line1/Line3,2024-07-25,19949,54,1533
Transfer_Line1/Line3,2024-07-26,25153,75,1919
Transfer_Line1/Line3,2024-07-27,29246,79,2098
Transfer_Line1/Line3,2024-07-28,20945,67,1570
Transfer_Line1/Line3,2024-07-29,18503,68,1490
Transfer_Line1/Line3,2024-07-30,19807,67,1430
Transfer_Line1/Line3,2024-07-31,25924,68,1953
Transfer_Line1/Line3,2024-08-01,27293,71,2276
Transfer_Line1/Line3,2024-08-02,30032,85,2198
Transfer_Line1/Line3,2024-08-03,22554,75,1699
Transfer_Line1/Line3,2024-08-04,23853,78,1827
Transfer_Line1/Line3,2024-08-05,30408,73,2340
Transfer_Line1/Line3,2024-08-06,25135,83,2019
Transfer_Line1/Line3,2024-08-07,25968,52,1975
Transfer_Line1/Line3,2024-08-08,23431,61,1676
Transfer_Line1/Line3,2024-08-09,15189,53,1073
Transfer_Line1/Line3,2024-08-10,31559,75,2412
Transfer_Line1/Line3,2024-08-11,22020,78,1696
Transfer_Line1/Line3,2024-08-12,18192,60,1409
Transfer_Line1/Line3,2024-08-13,20728,71,1645
Transfer_Line1/Line3,2024-08-14,26371,61,1879
Transfer_Line1/Line3,2024-08-15,26294,59,1878
Transfer_Line1/Line3,2024-08-16,21556,51,1631
Transfer_Line1/Line3,2024-08-17,24374,78,1908
Transfer_Line1/Line3,2024-08-18,18277,49,1336
Transfer_Line1/Line3,2024-08-19,18573,48,1405
Transfer_Line1/Line3,2024-08-20,24225,57,1846
Transfer_Line1/Line3,2024-08-21,22651,69,1635
Transfer_Line1/Line3,2024-08-22,22567,68,1723
Transfer_Line1/Line3,2024-08-23,15903,58,1232
Transfer_Line1/Line3,2024-08-24,22468,78,1667
Transfer_Line1/Line3,2024-08-25,16172,58,1266
Transfer_Line1/Line3,2024-08-26,18995,69,1314
Transfer_Line1/Line3,2024-08-27,23219,61,1858
Transfer_Line1/Line3,2024-08-28,20279,62,1517
Transfer_Line1/Line3,2024-08-29,28555,77,2185
Transfer_Line1/Line3,2024-08-30,22172,63,1718
Transfer_Line1/Line3,2024-08-31,18611,59,1486
Transfer_Line1/Line3,2024-09-01,24208,69,1788
Transfer_Line1/Line3,2024-09-02,27677,78,2072
Transfer_Line1/Line3,2024-09-03,28862,92,2163
Transfer_Line1/Line3,2024-09-04,25366,77,1956
Transfer_Line1/Line3,2024-09-05,19173,58,1656
Transfer_Line1/Line3,2024-09-06,17196,56,1323
Transfer_Line1/Line3,2024-09-07,18835,61,1379
Transfer_Line1/Line3,2024-09-08,16832,67,1231
Transfer_Line1/Line3,2024-09-09,25027,74,1889
Transfer_Line1/Line3,2024-09-10,25489,82,1926
Transfer_Line1/Line3,2024-09-11,17884,69,1339
Transfer_Line1/Line3,2024-09-12,22068,58,1560
Transfer_Line1/Line3,2024-09-13,18530,59,1412
Transfer_Line1/Line3,2024-09-14,30208,71,2226
Transfer_Line1/Line3,2024-09-15,7723,26,577
Transfer_Line1/Line3,2024-09-16,24673,90,1913
Transfer_Line1/Line3,2024-09-17,38679,104,2947
Transfer_Line1/Line3,2024-09-18,35916,119,2843
Transfer_Line1/Line3,2024-09-19,34030,100,2695
Transfer_Line1/Line3,2024-09-20,20663,61,1526
Transfer_Line1/Line3,2024-09-21,21365,62,1661
Transfer_Line1/Line3,2024-09-22,16447,49,1270
Transfer_Line1/Line3,2024-09-23,39771,108,2849
Transfer_Line1/Line3,2024-09-24,29287,93,2159
Transfer_Line1/Line3,2024-09-25,31310,95,2418
Transfer_Line1/Line3,2024-09-26,28320,90,2039
Transfer_Line1/Line3,2024-09-27,18424,59,1494
Transfer_Line1/Line3,2024-09-28,23034,58,1665
Transfer_Line1/Line3,2024-09-29,17836,42,1300
Transfer_Line1/Line3,2024-09-30,27417,98,2271
Transfer_Line1/Line3,2024-10-01,26505,103,2150
Transfer_Line1/Line3,2024-10-02,41579,103,3167
Transfer_Line1/Line3,2024-10-03,31923,93,2432
Transfer_Line1/Line3,2024-10-04,13218,47,916
Transfer_Line1/Line3,2024-10-05,18736,51,1433
Transfer_Line1/Line3,2024-10-06,21698,70,1581
Transfer_Line1/Line3,2024-10-07,30430,98,2403
Transfer_Line1/Line3,2024-10-08,35197,96,2643
Transfer_Line1/Line3,2024-10-09,34231,95,2799
Transfer_Line1/Line3,2024-10-10,34359,105,2598
Transfer_Line1/Line3,2024-10-11,22454,48,1652
Transfer_Line1/Line3,2024-10-12,22519,54,1650
Transfer_Line1/Line3,2024-10-13,21155,52,1588
Transfer_Line1/Line3,2024-10-14,27568,98,2047
Transfer_Line1/Line3,2024-10-15,35918,103,2926
Transfer_Line1/Line3,2024-10-16,36789,97,2755
Transfer_Line1/Line3,2024-10-17,25907,84,2027
Transfer_Line1/Line3,2024-10-18,16385,53,1221
Transfer_Line1/Line3,2024-10-19,18444,52,1373
Transfer_Line1/Line3,2024-10-20,20867,51,1611
Transfer_Line1/Line3,2024-10-21,26973,101,2034
Transfer_Line1/Line3,2024-10-22,22882,78,1763
Transfer_Line1/Line3,2024-10-23,38345,100,2901
Transfer_Line1/Line3,2024-10-24,29493,90,2213
Transfer_Line1/Line3,2024-10-25,18015,48,1508
Transfer_Line1/Line3,2024-10-26,20786,53,1544
Transfer_Line1/Line3,2024-10-27,16139,61,1249
Transfer_Line1/Line3,2024-10-28,20451,72,1560
Transfer_Line1/Line3,2024-10-29,27942,75,2038
Transfer_Line1/Line3,2024-10-30,20789,70,1527
Transfer_Line1/Line3,2024-10-31,24806,78,1867
Transfer_Line1/Line3,2024-11-01,23081,64,1822
Transfer_Line1/Line3,2024-11-02,26779,54,1988
Transfer_Line1/Line3,2024-11-03,19645,57,1557
Transfer_Line1/Line3,2024-11-04,36228,96,2688
Transfer_Line1/Line3,2024-11-05,31865,73,2495
Transfer_Line1/Line3,2024-11-06,31706,86,2395
Transfer_Line1/Line3,2024-11-07,41105,126,3109
Transfer_Line1/Line3,2024-11-08,23114,65,1662
Transfer_Line1/Line3,2024-11-09,17453,55,1326
Transfer_Line1/Line3,2024-11-10,17842,52,1303
Transfer_Line1/Line3,2024-11-11,28302,95,2148
Transfer_Line1/Line3,2024-11-12,36496,104,2750
Transfer_Line1/Line3,2024-11-13,31600,89,2349
Transfer_Line1/Line3,2024-11-14,42173,117,3225
Transfer_Line1/Line3,2024-11-15,21916,69,1664
Transfer_Line1/Line3,2024-11-16,30470,67,2316
Transfer_Line1/Line3,2024-11-17,23004,63,1669
Transfer_Line1/Line3,2024-11-18,31457,89,2214
Transfer_Line1/Line3,2024-11-19,34579,93,2433
Transfer_Line1/Line3,2024-11-20,30188,93,2291
Transfer_Line1/Line3,2024-11-21,38903,110,2915
Transfer_Line1/Line3,2024-11-22,18952,48,1328
Transfer_Line1/Line3,2024-11-23,15811,45,1169
Transfer_Line1/Line3,2024-11-24,19229,61,1439
Transfer_Line1/Line3,2024-11-25,31069,95,2198
Transfer_Line1/Line3,2024-11-26,32117,92,2452
Transfer_Line1/Line3,2024-11-27,24216,84,1806
Transfer_Line1/Line3,2024-11-28,35990,99,2584
Transfer_Line1/Line3,2024-11-29,34470,79,2525
Transfer_Line1/Line3,2024-11-30,23303,59,1664
Transfer_Line1/Line3,2024-12-01,15409,46,1153
Transfer_Line1/Line3,2024-12-02,33200,97,2544
Transfer_Line1/Line3,2024-12-03,27222,74,2037
Transfer_Line1/Line3,2024-12-04,36220,91,2657
Transfer_Line1/Line3,2024-12-05,28919,88,2226
Transfer_Line1/Line3,2024-12-06,22227,56,1695
Transfer_Line1/Line3,2024-12-07,23520,62,1713
Transfer_Line1/Line3,2024-12-08,10595,38,805
Transfer_Line1/Line3,2024-12-09,26340,79,1923
Transfer_Line1/Line3,2024-12-10,24599,81,1961
Transfer_Line1/Line3,2024-12-11,34572,88,2514
Transfer_Line1/Line3,2024-12-12,40175,93,2949
Transfer_Line1/Line3,2024-12-13,19346,54,1419
Transfer_Line1/Line3,2024-12-14,17119,54,1363
Transfer_Line1/Line3,2024-12-15,16263,45,1211
Transfer_Line1/Line3,2024-12-16,43964,105,3397
Transfer_Line1/Line3,2024-12-17,38943,105,2976
Transfer_Line1/Line3,2024-12-18,37863,99,2871
Transfer_Line1/Line3,2024-12-19,28043,92,2242
Transfer_Line1/Line3,2024-12-20,15878,47,1160
Transfer_Line1/Line3,2024-12-21,23357,61,1637
Transfer_Line1/Line3,2024-12-22,17729,48,1206
Transfer_Line1/Line3,2024-12-23,32661,89,2469
Transfer_Line1/Line3,2024-12-24,31656,96,2421
Transfer_Line1/Line3,2024-12-25,29993,99,2251
Transfer_Line1/Line3,2024-12-26,23957,79,1843
Transfer_Line1/Line3,2024-12-27,19427,60,1443
Transfer_Line1/Line3,2024-12-28,14204,52,1054
Transfer_Line1/Line3,2024-12-29,20471,59,1633
Transfer_Line1/Line3,2024-12-30,29813,90,2131
Transfer_Line1/Line3,2024-12-31,29878,96,2265
Transfer_Line2/Line3,2024-01-01,8831,25,675
Transfer_Line2/Line3,2024-01-02,32008,97,2321
Transfer_Line2/Line3,2024-01-03,32323,99,2428
Transfer_Line2/Line3,2024-01-04,33732,96,2520
Transfer_Line2/Line3,2024-01-05,24854,65,1817
Transfer_Line2/Line3,2024-01-06,24276,58,2001
Transfer_Line2/Line3,2024-01-07,7842,28,631
Transfer_Line2/Line3,2024-01-08,29550,96,2280
Transfer_Line2/Line3,2024-01-09,35657,104,2618
Transfer_Line2/Line3,2024-01-10,32709,85,2453
Transfer_Line2/Line3,2024-01-11,33556,100,2460
Transfer_Line2/Line3,2024-01-12,17585,50,1330
Transfer_Line2/Line3,2024-01-13,23416,66,1689
Transfer_Line2/Line3,2024-01-14,20222,48,1573
Transfer_Line2/Line3,2024-01-15,21844,68,1626
Transfer_Line2/Line3,2024-01-16,26144,77,2048
Transfer_Line2/Line3,2024-01-17,22925,67,1691
