origin_station_id,origin_station_name,origin_line_id,destination_station_id,destination_station_name,destination_line_id,year,month,total_trips,total_passengers,total_revenue_egp,avg_stations_traveled,avg_ticket_price_egp
71,Sudan,Line3,29,Ain Shams,Line1,2024,7,3,47,618,17.0,13.0
71,Sudan,Line3,45,St. Teresa,Line2,2024,7,3,38,540,16.7,14.0
71,Sudan,Line3,47,Mezallat,Line2,2024,7,3,24,345,16.7,14.0
71,Sudan,Line3,53,Qobaa,Line3,2024,7,3,50,750,18.0,15.0
71,Sudan,Line3,61,Koleyet El Banat,Line3,2024,7,3,36,432,10.0,12.0
71,Sudan,Line3,63,Fair Zone,Line3,2024,7,3,40,320,8.0,8.0
71,Sudan,Line3,64,Abbassia,Line3,2024,7,3,116,928,7.0,8.0
71,Sudan,Line3,65,Abdou Pasha,Line3,2024,7,3,32,256,6.0,8.0
71,Sudan,Line3,67,Bab El Shaaria,Line3,2024,7,3,67,536,4.0,8.0
71,Sudan,Line3,69,Safaa Hegazy,Line3,2024,7,3,212,1696,2.0,8.0
71,Sudan,Line3,70,Kit Kat,Line3,2024,7,3,207,1656,1.0,8.0
71,Sudan,Line3,72,Imbaba,Line3,2024,7,3,71,568,1.0,8.0
73,El Bohy,Line3,2,Ain Helwan,Line1,2024,7,3,36,432,13.0,12.0
73,El Bohy,Line3,3,Helwan University,Line1,2024,7,3,209,2248,10.7,10.67
73,El Bohy,Line3,5,Hadayek Helwan,Line1,2024,7,3,130,1950,18.7,15.0
73,El Bohy,Line3,30,Ezbet El Nakhl,Line1,2024,7,3,107,1605,20.3,15.0
73,El Bohy,Line3,32,New El Marg,Line1,2024,7,3,160,2170,19.7,15.67
73,El Bohy,Line3,40,Dokki,Line2,2024,7,3,440,6868,19.0,16.0
73,El Bohy,Line3,44,Road El Farag,Line2,2024,7,3,62,930,20.0,15.0
73,El Bohy,Line3,46,Khalafawy,Line2,2024,7,3,41,438,14.0,11.67
73,El Bohy,Line3,52,Omar Ibn El Khattab,Line3,2024,7,3,83,1245,21.0,15.0
73,El Bohy,Line3,63,Fair Zone,Line3,2024,7,3,77,924,10.0,12.0
73,El Bohy,Line3,67,Bab El Shaaria,Line3,2024,7,3,8,64,6.0,8.0
73,El Bohy,Line3,68,Maspero,Line3,2024,7,3,80,640,5.0,8.0
73,El Bohy,Line3,79,Attaba,Transfer_Line2/Line3,2024,7,3,45,645,14.7,13.0
74,El Qawmia,Line3,8,Kozzika,Line1,2024,7,3,96,812,10.3,9.33
74,El Qawmia,Line3,13,Dar El Salam,Line1,2024,7,3,44,444,11.7,10.67
74,El Qawmia,Line3,15,Mar Girgis,Line1,2024,7,3,86,1032,11.3,12.0
74,El Qawmia,Line3,17,Sayeda Zeinab,Line1,2024,7,3,153,2092,16.3,14.67
74,El Qawmia,Line3,20,Ghamra,Line1,2024,7,3,74,1005,16.0,13.0
74,El Qawmia,Line3,29,Ain Shams,Line1,2024,7,3,26,339,14.7,13.0
74,El Qawmia,Line3,31,El Marg,Line1,2024,7,3,204,1793,13.0,10.33
74,El Qawmia,Line3,36,Giza,Line2,2024,7,3,118,1527,15.7,14.0
74,El Qawmia,Line3,39,El Bohoos,Line2,2024,7,3,44,472,11.7,10.67
74,El Qawmia,Line3,40,Dokki,Line2,2024,7,3,24,360,20.0,15.0
74,El Qawmia,Line3,53,Qobaa,Line3,2024,7,3,22,330,21.0,15.0
74,El Qawmia,Line3,66,El Geish,Line3,2024,7,3,65,520,8.0,8.0
74,El Qawmia,Line3,68,Maspero,Line3,2024,7,3,25,200,6.0,8.0
74,El Qawmia,Line3,80,Nasser,Transfer_Line1/Line3,2024,7,3,57,744,17.3,13.0
75,Ring Road,Line3,4,Wadi Hof,Line1,2024,7,3,63,1130,23.0,16.67
75,Ring Road,Line3,5,Hadayek Helwan,Line1,2024,7,3,56,792,17.7,14.0
75,Ring Road,Line3,6,El Maasara,Line1,2024,7,3,64,796,15.0,11.67
75,Ring Road,Line3,11,El Maadi,Line1,2024,7,3,89,1410,21.0,16.67
75,Ring Road,Line3,16,El Malek El Saleh,Line1,2024,7,3,73,1026,14.7,13.0
75,Ring Road,Line3,18,Saad Zaghloul,Line1,2024,7,3,189,2835,20.0,15.0
75,Ring Road,Line3,27,Helmeyet El Zaitoun,Line1,2024,7,3,64,1160,20.3,15.67
75,Ring Road,Line3,28,El Matareyya,Line1,2024,7,3,32,384,11.7,12.0
75,Ring Road,Line3,35,Omm El Masryeen,Line2,2024,7,3,12,147,14.7,13.0
75,Ring Road,Line3,36,Giza,Line2,2024,7,3,76,1098,17.0,14.0
75,Ring Road,Line3,37,Faisal,Line2,2024,7,3,105,1293,18.0,14.0
75,Ring Road,Line3,38,Cairo University,Line2,2024,7,3,53,657,15.7,13.0
75,Ring Road,Line3,39,El Bohoos,Line2,2024,7,3,89,978,15.0,12.67
75,Ring Road,Line3,45,St. Teresa,Line2,2024,7,3,94,1128,12.3,12.0
75,Ring Road,Line3,48,Koliet El Zeraa,Line2,2024,7,3,154,2310,21.0,15.0
75,Ring Road,Line3,49,Shubra El Kheima,Line2,2024,7,3,14,177,15.3,13.0
75,Ring Road,Line3,60,Al Ahram,Line3,2024,7,3,42,504,15.0,12.0
75,Ring Road,Line3,63,Fair Zone,Line3,2024,7,3,88,1056,12.0,12.0
75,Ring Road,Line3,69,Safaa Hegazy,Line3,2024,7,3,27,216,6.0,8.0
76,Rod El Farag Corridor,Line3,8,Kozzika,Line1,2024,7,3,22,256,12.7,10.67
76,Rod El Farag Corridor,Line3,11,El Maadi,Line1,2024,7,3,51,684,16.3,13.0
76,Rod El Farag Corridor,Line3,15,Mar Girgis,Line1,2024,7,3,42,615,19.3,14.0
76,Rod El Farag Corridor,Line3,18,Saad Zaghloul,Line1,2024,7,3,53,605,13.7,11.67
76,Rod El Farag Corridor,Line3,24,Hammamat El Qobba,Line1,2024,7,3,77,1152,17.0,14.0
76,Rod El Farag Corridor,Line3,25,Saray El Qobba,Line1,2024,7,3,58,513,13.3,10.33
76,Rod El Farag Corridor,Line3,28,El Matareyya,Line1,2024,7,3,65,844,18.3,14.67
76,Rod El Farag Corridor,Line3,37,Faisal,Line2,2024,7,3,87,1032,17.7,12.67
76,Rod El Farag Corridor,Line3,38,Cairo University,Line2,2024,7,3,115,1183,12.7,11.67
76,Rod El Farag Corridor,Line3,43,Masarra,Line2,2024,7,3,12,135,13.0,11.67
76,Rod El Farag Corridor,Line3,44,Road El Farag,Line2,2024,7,3,131,1647,18.7,14.0
76,Rod El Farag Corridor,Line3,47,Mezallat,Line2,2024,7,3,107,1317,18.3,14.0
76,Rod El Farag Corridor,Line3,48,Koliet El Zeraa,Line2,2024,7,3,50,675,17.3,14.0
76,Rod El Farag Corridor,Line3,49,Shubra El Kheima,Line2,2024,7,3,194,2898,17.0,14.0
76,Rod El Farag Corridor,Line3,50,Adly Mansour,Line3,2024,7,3,52,1040,26.0,20.0
76,Rod El Farag Corridor,Line3,55,El Nozha,Line3,2024,7,3,28,420,21.0,15.0
76,Rod El Farag Corridor,Line3,59,Haroun,Line3,2024,7,3,39,585,17.0,15.0
76,Rod El Farag Corridor,Line3,64,Abbassia,Line3,2024,7,3,63,756,12.0,12.0
76,Rod El Farag Corridor,Line3,65,Abdou Pasha,Line3,2024,7,3,32,384,11.0,12.0
76,Rod El Farag Corridor,Line3,66,El Geish,Line3,2024,7,3,196,2352,10.0,12.0
76,Rod El Farag Corridor,Line3,75,Ring Road,Line3,2024,7,3,60,480,1.0,8.0
76,Rod El Farag Corridor,Line3,77,Sadat,Transfer_Line1/Line2,2024,7,3,63,762,16.0,13.0
76,Rod El Farag Corridor,Line3,79,Attaba,Transfer_Line2/Line3,2024,7,3,59,870,19.7,14.0
76,Rod El Farag Corridor,Line3,80,Nasser,Transfer_Line1/Line3,2024,7,3,165,1989,16.0,13.0
1,Helwan,Line1,3,Helwan University,Line1,2024,7,2,13,104,2.0,8.0
1,Helwan,Line1,5,Hadayek Helwan,Line1,2024,7,2,12,96,4.0,8.0
1,Helwan,Line1,7,Tura El Asmant,Line1,2024,7,2,45,360,6.0,8.0
1,Helwan,Line1,8,Kozzika,Line1,2024,7,2,30,240,7.0,8.0
1,Helwan,Line1,9,Tura El Balad,Line1,2024,7,2,20,160,8.0,8.0
1,Helwan,Line1,12,Hadayek El Maadi,Line1,2024,7,2,4,48,11.0,12.0
1,Helwan,Line1,18,Saad Zaghloul,Line1,2024,7,2,43,645,17.0,15.0
1,Helwan,Line1,22,Manshiet El Sadr,Line1,2024,7,2,39,585,21.0,15.0
1,Helwan,Line1,27,Helmeyet El Zaitoun,Line1,2024,7,2,72,1440,26.0,20.0
1,Helwan,Line1,28,El Matareyya,Line1,2024,7,2,68,1360,27.0,20.0
1,Helwan,Line1,30,Ezbet El Nakhl,Line1,2024,7,2,50,1000,29.0,20.0
1,Helwan,Line1,32,New El Marg,Line1,2024,7,2,59,1180,31.0,20.0
1,Helwan,Line1,40,Dokki,Line2,2024,7,2,51,762,17.0,13.5
1,Helwan,Line1,41,Opera,Line2,2024,7,2,66,1288,19.5,16.0
1,Helwan,Line1,47,Mezallat,Line2,2024,7,2,33,492,17.5,13.5
1,Helwan,Line1,53,Qobaa,Line3,2024,7,2,79,1161,16.0,13.5
1,Helwan,Line1,55,El Nozha,Line3,2024,7,2,15,213,18.0,13.5
1,Helwan,Line1,60,Al Ahram,Line3,2024,7,2,80,1047,14.0,13.5
1,Helwan,Line1,65,Abdou Pasha,Line3,2024,7,2,6,100,21.5,17.5
1,Helwan,Line1,66,El Geish,Line3,2024,7,2,31,580,18.5,16.0
1,Helwan,Line1,72,Imbaba,Line3,2024,7,2,101,1476,16.0,13.5
1,Helwan,Line1,73,El Bohy,Line3,2024,7,2,16,192,13.5,12.0
1,Helwan,Line1,76,Rod El Farag Corridor,Line3,2024,7,2,59,708,13.5,12.0
1,Helwan,Line1,80,Nasser,Transfer_Line1/Line3,2024,7,2,81,984,14.0,11.5
2,Ain Helwan,Line1,4,Wadi Hof,Line1,2024,7,2,154,1232,2.0,8.0
2,Ain Helwan,Line1,6,El Maasara,Line1,2024,7,2,17,136,4.0,8.0
2,Ain Helwan,Line1,7,Tura El Asmant,Line1,2024,7,2,72,576,5.0,8.0
2,Ain Helwan,Line1,9,Tura El Balad,Line1,2024,7,2,41,328,7.0,8.0
2,Ain Helwan,Line1,13,Dar El Salam,Line1,2024,7,2,18,216,11.0,12.0
2,Ain Helwan,Line1,14,El Zahra,Line1,2024,7,2,50,600,12.0,12.0
2,Ain Helwan,Line1,16,El Malek El Saleh,Line1,2024,7,2,32,384,14.0,12.0
2,Ain Helwan,Line1,19,Orabi,Line1,2024,7,2,53,795,17.0,15.0
2,Ain Helwan,Line1,22,Manshiet El Sadr,Line1,2024,7,2,7,105,20.0,15.0
2,Ain Helwan,Line1,23,Kobri El Qobba,Line1,2024,7,2,17,255,21.0,15.0
2,Ain Helwan,Line1,24,Hammamat El Qobba,Line1,2024,7,2,49,735,22.0,15.0
2,Ain Helwan,Line1,26,Hadayek El Zaitoun,Line1,2024,7,2,91,1820,24.0,20.0
2,Ain Helwan,Line1,28,El Matareyya,Line1,2024,7,2,41,820,26.0,20.0
2,Ain Helwan,Line1,33,El Mounib,Line2,2024,7,2,37,555,21.0,15.0
2,Ain Helwan,Line1,35,Omm El Masryeen,Line2,2024,7,2,145,1208,10.5,10.0
2,Ain Helwan,Line1,36,Giza,Line2,2024,7,2,43,400,14.0,11.5
2,Ain Helwan,Line1,37,Faisal,Line2,2024,7,2,191,2367,19.0,13.5
2,Ain Helwan,Line1,38,Cairo University,Line2,2024,7,2,57,795,19.0,13.5
2,Ain Helwan,Line1,39,El Bohoos,Line2,2024,7,2,33,399,16.0,13.5
2,Ain Helwan,Line1,43,Masarra,Line2,2024,7,2,262,3930,18.5,15.0
2,Ain Helwan,Line1,46,Khalafawy,Line2,2024,7,2,38,456,11.5,12.0
2,Ain Helwan,Line1,47,Mezallat,Line2,2024,7,2,78,1119,15.0,13.5
2,Ain Helwan,Line1,51,El Haykestep,Line3,2024,7,2,39,700,23.5,17.5
2,Ain Helwan,Line1,55,El Nozha,Line3,2024,7,2,45,624,14.0,13.5
2,Ain Helwan,Line1,62,Stadium,Line3,2024,7,2,21,260,19.0,16.0
2,Ain Helwan,Line1,65,Abdou Pasha,Line3,2024,7,2,30,284,10.0,10.0
2,Ain Helwan,Line1,70,Kit Kat,Line3,2024,7,2,9,108,10.5,12.0
2,Ain Helwan,Line1,71,Sudan,Line3,2024,7,2,44,660,21.0,15.0
2,Ain Helwan,Line1,72,Imbaba,Line3,2024,7,2,78,1200,17.0,16.0
2,Ain Helwan,Line1,75,Ring Road,Line3,2024,7,2,35,420,11.5,12.0
4,Wadi Hof,Line1,2,Ain Helwan,Line1,2024,7,2,15,120,2.0,8.0
4,Wadi Hof,Line1,7,Tura El Asmant,Line1,2024,7,2,22,176,3.0,8.0
4,Wadi Hof,Line1,8,Kozzika,Line1,2024,7,2,11,88,4.0,8.0
4,Wadi Hof,Line1,12,Hadayek El Maadi,Line1,2024,7,2,29,232,8.0,8.0
4,Wadi Hof,Line1,13,Dar El Salam,Line1,2024,7,2,135,1080,9.0,8.0
4,Wadi Hof,Line1,15,Mar Girgis,Line1,2024,7,2,12,144,11.0,12.0
4,Wadi Hof,Line1,17,Sayeda Zeinab,Line1,2024,7,2,10,120,13.0,12.0
4,Wadi Hof,Line1,19,Orabi,Line1,2024,7,2,50,600,15.0,12.0
4,Wadi Hof,Line1,24,Hammamat El Qobba,Line1,2024,7,2,167,2505,20.0,15.0
4,Wadi Hof,Line1,30,Ezbet El Nakhl,Line1,2024,7,2,18,360,26.0,20.0
4,Wadi Hof,Line1,32,New El Marg,Line1,2024,7,2,108,2160,28.0,20.0
4,Wadi Hof,Line1,33,El Mounib,Line2,2024,7,2,45,668,12.5,11.5
4,Wadi Hof,Line1,40,Dokki,Line2,2024,7,2,38,513,17.0,13.5
4,Wadi Hof,Line1,42,Mohamed Naguib,Line2,2024,7,2,27,244,9.5,10.0
4,Wadi Hof,Line1,46,Khalafawy,Line2,2024,7,2,67,849,17.5,13.5
4,Wadi Hof,Line1,48,Koliet El Zeraa,Line2,2024,7,2,19,285,20.0,15.0
4,Wadi Hof,Line1,58,Heliopolis Square,Line3,2024,7,2,59,796,20.0,16.0
4,Wadi Hof,Line1,63,Fair Zone,Line3,2024,7,2,37,555,20.0,15.0
4,Wadi Hof,Line1,69,Safaa Hegazy,Line3,2024,7,2,50,600,14.5,12.0
4,Wadi Hof,Line1,72,Imbaba,Line3,2024,7,2,35,486,19.0,13.5
4,Wadi Hof,Line1,77,Sadat,Transfer_Line1/Line2,2024,7,2,43,516,10.5,12.0
4,Wadi Hof,Line1,79,Attaba,Transfer_Line2/Line3,2024,7,2,16,228,16.0,13.5
4,Wadi Hof,Line1,80,Nasser,Transfer_Line1/Line3,2024,7,2,57,699,15.0,13.5
5,Hadayek Helwan,Line1,6,El Maasara,Line1,2024,7,2,30,240,1.0,8.0
5,Hadayek Helwan,Line1,15,Mar Girgis,Line1,2024,7,2,31,372,10.0,12.0
5,Hadayek Helwan,Line1,19,Orabi,Line1,2024,7,2,94,1128,14.0,12.0
5,Hadayek Helwan,Line1,20,Ghamra,Line1,2024,7,2,21,252,15.0,12.0
5,Hadayek Helwan,Line1,29,Ain Shams,Line1,2024,7,2,21,420,24.0,20.0
5,Hadayek Helwan,Line1,30,Ezbet El Nakhl,Line1,2024,7,2,66,1320,25.0,20.0
5,Hadayek Helwan,Line1,37,Faisal,Line2,2024,7,2,226,3445,23.5,17.5
5,Hadayek Helwan,Line1,39,El Bohoos,Line2,2024,7,2,82,1110,17.0,13.5
5,Hadayek Helwan,Line1,43,Masarra,Line2,2024,7,2,97,1227,17.5,13.5
5,Hadayek Helwan,Line1,44,Road El Farag,Line2,2024,7,2,76,1029,18.0,13.5
5,Hadayek Helwan,Line1,47,Mezallat,Line2,2024,7,2,14,168,15.0,12.0
5,Hadayek Helwan,Line1,49,Shubra El Kheima,Line2,2024,7,2,28,336,13.0,12.0
5,Hadayek Helwan,Line1,54,Hesham Barakat,Line3,2024,7,2,32,424,16.0,14.0
5,Hadayek Helwan,Line1,56,Nadi El Shams,Line3,2024,7,2,2,30,22.0,15.0
5,Hadayek Helwan,Line1,57,Alf Maskan,Line3,2024,7,2,42,504,13.0,12.0
5,Hadayek Helwan,Line1,60,Al Ahram,Line3,2024,7,2,10,120,13.0,12.0
5,Hadayek Helwan,Line1,61,Koleyet El Banat,Line3,2024,7,2,50,760,19.5,16.0
5,Hadayek Helwan,Line1,62,Stadium,Line3,2024,7,2,23,318,14.5,13.5
5,Hadayek Helwan,Line1,65,Abdou Pasha,Line3,2024,7,2,44,633,15.5,13.5
5,Hadayek Helwan,Line1,71,Sudan,Line3,2024,7,2,30,336,11.0,10.0
5,Hadayek Helwan,Line1,73,El Bohy,Line3,2024,7,2,80,924,9.5,10.0
5,Hadayek Helwan,Line1,76,Rod El Farag Corridor,Line3,2024,7,2,17,204,14.0,12.0
6,El Maasara,Line1,1,Helwan,Line1,2024,7,2,24,192,5.0,8.0
6,El Maasara,Line1,2,Ain Helwan,Line1,2024,7,2,49,392,4.0,8.0
6,El Maasara,Line1,3,Helwan University,Line1,2024,7,2,13,104,3.0,8.0
6,El Maasara,Line1,4,Wadi Hof,Line1,2024,7,2,28,224,2.0,8.0
6,El Maasara,Line1,8,Kozzika,Line1,2024,7,2,102,816,2.0,8.0
6,El Maasara,Line1,10,Sakanat El Maadi,Line1,2024,7,2,43,344,4.0,8.0
6,El Maasara,Line1,13,Dar El Salam,Line1,2024,7,2,24,192,7.0,8.0
6,El Maasara,Line1,15,Mar Girgis,Line1,2024,7,2,95,760,9.0,8.0
6,El Maasara,Line1,16,El Malek El Saleh,Line1,2024,7,2,66,792,10.0,12.0
6,El Maasara,Line1,22,Manshiet El Sadr,Line1,2024,7,2,86,1032,16.0,12.0
6,El Maasara,Line1,23,Kobri El Qobba,Line1,2024,7,2,88,1320,17.0,15.0
6,El Maasara,Line1,28,El Matareyya,Line1,2024,7,2,115,1725,22.0,15.0
6,El Maasara,Line1,34,Sakiat Mekky,Line2,2024,7,2,51,660,16.5,13.5
6,El Maasara,Line1,38,Cairo University,Line2,2024,7,2,18,267,16.5,13.5
6,El Maasara,Line1,40,Dokki,Line2,2024,7,2,43,540,16.5,13.5
6,El Maasara,Line1,47,Mezallat,Line2,2024,7,2,107,1404,16.5,13.5
6,El Maasara,Line1,55,El Nozha,Line3,2024,7,2,173,2076,11.0,12.0
6,El Maasara,Line1,59,Haroun,Line3,2024,7,2,22,327,16.0,13.5
6,El Maasara,Line1,62,Stadium,Line3,2024,7,2,115,1735,20.5,17.5
6,El Maasara,Line1,66,El Geish,Line3,2024,7,2,36,533,14.5,11.5
6,El Maasara,Line1,69,Safaa Hegazy,Line3,2024,7,2,39,552,15.0,13.5
6,El Maasara,Line1,70,Kit Kat,Line3,2024,7,2,53,636,15.0,12.0
6,El Maasara,Line1,71,Sudan,Line3,2024,7,2,13,174,14.5,13.5
6,El Maasara,Line1,73,El Bohy,Line3,2024,7,2,27,455,22.0,17.5
6,El Maasara,Line1,76,Rod El Farag Corridor,Line3,2024,7,2,142,2130,19.5,15.0
6,El Maasara,Line1,78,Al Shohadaa,Transfer_Line1/Line2,2024,7,2,74,888,13.0,12.0
6,El Maasara,Line1,79,Attaba,Transfer_Line2/Line3,2024,7,2,49,648,14.5,13.5
7,Tura El Asmant,Line1,3,Helwan University,Line1,2024,7,2,26,208,4.0,8.0
7,Tura El Asmant,Line1,4,Wadi Hof,Line1,2024,7,2,28,224,3.0,8.0
7,Tura El Asmant,Line1,5,Hadayek Helwan,Line1,2024,7,2,36,288,2.0,8.0
7,Tura El Asmant,Line1,6,El Maasara,Line1,2024,7,2,64,512,1.0,8.0
7,Tura El Asmant,Line1,12,Hadayek El Maadi,Line1,2024,7,2,4,32,5.0,8.0
7,Tura El Asmant,Line1,14,El Zahra,Line1,2024,7,2,2,16,7.0,8.0
7,Tura El Asmant,Line1,16,El Malek El Saleh,Line1,2024,7,2,53,424,9.0,8.0
7,Tura El Asmant,Line1,18,Saad Zaghloul,Line1,2024,7,2,67,804,11.0,12.0
7,Tura El Asmant,Line1,20,Ghamra,Line1,2024,7,2,68,816,13.0,12.0
7,Tura El Asmant,Line1,23,Kobri El Qobba,Line1,2024,7,2,92,1104,16.0,12.0
7,Tura El Asmant,Line1,27,Helmeyet El Zaitoun,Line1,2024,7,2,47,705,20.0,15.0
7,Tura El Asmant,Line1,28,El Matareyya,Line1,2024,7,2,105,1575,21.0,15.0
7,Tura El Asmant,Line1,29,Ain Shams,Line1,2024,7,2,38,570,22.0,15.0
7,Tura El Asmant,Line1,30,Ezbet El Nakhl,Line1,2024,7,2,27,405,23.0,15.0
7,Tura El Asmant,Line1,33,El Mounib,Line2,2024,7,2,31,372,13.5,12.0
7,Tura El Asmant,Line1,34,Sakiat Mekky,Line2,2024,7,2,177,1916,10.5,10.0
7,Tura El Asmant,Line1,37,Faisal,Line2,2024,7,2,36,404,10.5,10.0
7,Tura El Asmant,Line1,38,Cairo University,Line2,2024,7,2,30,450,20.0,15.0
7,Tura El Asmant,Line1,39,El Bohoos,Line2,2024,7,2,80,960,13.5,12.0
7,Tura El Asmant,Line1,42,Mohamed Naguib,Line2,2024,7,2,26,390,19.5,15.0
7,Tura El Asmant,Line1,43,Masarra,Line2,2024,7,2,35,420,12.5,11.5
7,Tura El Asmant,Line1,45,St. Teresa,Line2,2024,7,2,295,3068,11.0,10.0
7,Tura El Asmant,Line1,49,Shubra El Kheima,Line2,2024,7,2,108,1542,18.0,13.5
7,Tura El Asmant,Line1,54,Hesham Barakat,Line3,2024,7,2,49,468,12.0,10.0
7,Tura El Asmant,Line1,58,Heliopolis Square,Line3,2024,7,2,140,1680,14.0,12.0
7,Tura El Asmant,Line1,59,Haroun,Line3,2024,7,2,18,243,16.0,13.5
7,Tura El Asmant,Line1,66,El Geish,Line3,2024,7,2,79,1100,17.0,16.0
7,Tura El Asmant,Line1,68,Maspero,Line3,2024,7,2,43,573,13.5,13.5
7,Tura El Asmant,Line1,70,Kit Kat,Line3,2024,7,2,77,1155,19.5,15.0
7,Tura El Asmant,Line1,74,El Qawmia,Line3,2024,7,2,15,222,18.5,13.5
7,Tura El Asmant,Line1,75,Ring Road,Line3,2024,7,2,11,132,13.0,12.0
8,Kozzika,Line1,2,Ain Helwan,Line1,2024,7,2,30,240,6.0,8.0
8,Kozzika,Line1,5,Hadayek Helwan,Line1,2024,7,2,8,64,3.0,8.0
8,Kozzika,Line1,9,Tura El Balad,Line1,2024,7,2,34,272,1.0,8.0
8,Kozzika,Line1,12,Hadayek El Maadi,Line1,2024,7,2,21,168,4.0,8.0
8,Kozzika,Line1,17,Sayeda Zeinab,Line1,2024,7,2,49,392,9.0,8.0
8,Kozzika,Line1,19,Orabi,Line1,2024,7,2,7,84,11.0,12.0
8,Kozzika,Line1,21,El Demerdash,Line1,2024,7,2,29,348,13.0,12.0
8,Kozzika,Line1,22,Manshiet El Sadr,Line1,2024,7,2,18,216,14.0,12.0
8,Kozzika,Line1,24,Hammamat El Qobba,Line1,2024,7,2,11,132,16.0,12.0
8,Kozzika,Line1,27,Helmeyet El Zaitoun,Line1,2024,7,2,177,2655,19.0,15.0
8,Kozzika,Line1,28,El Matareyya,Line1,2024,7,2,56,840,20.0,15.0
8,Kozzika,Line1,32,New El Marg,Line1,2024,7,2,134,2680,24.0,20.0
8,Kozzika,Line1,38,Cairo University,Line2,2024,7,2,8,108,16.0,13.5
8,Kozzika,Line1,55,El Nozha,Line3,2024,7,2,42,555,19.0,13.5
8,Kozzika,Line1,59,Haroun,Line3,2024,7,2,28,336,14.5,12.0
8,Kozzika,Line1,66,El Geish,Line3,2024,7,2,84,1041,16.0,13.5
8,Kozzika,Line1,69,Safaa Hegazy,Line3,2024,7,2,87,1098,17.5,13.5
8,Kozzika,Line1,73,El Bohy,Line3,2024,7,2,26,390,20.5,15.0
8,Kozzika,Line1,74,El Qawmia,Line3,2024,7,2,79,948,12.0,12.0
8,Kozzika,Line1,75,Ring Road,Line3,2024,7,2,147,2444,19.0,16.0
9,Tura El Balad,Line1,3,Helwan University,Line1,2024,7,2,125,1000,6.0,8.0
9,Tura El Balad,Line1,7,Tura El Asmant,Line1,2024,7,2,51,408,2.0,8.0
9,Tura El Balad,Line1,11,El Maadi,Line1,2024,7,2,24,192,2.0,8.0
9,Tura El Balad,Line1,27,Helmeyet El Zaitoun,Line1,2024,7,2,47,705,18.0,15.0
9,Tura El Balad,Line1,40,Dokki,Line2,2024,7,2,9,129,16.0,13.5
9,Tura El Balad,Line1,41,Opera,Line2,2024,7,2,28,252,11.0,10.0
9,Tura El Balad,Line1,43,Masarra,Line2,2024,7,2,91,1770,21.5,17.5
9,Tura El Balad,Line1,49,Shubra El Kheima,Line2,2024,7,2,50,687,14.5,13.5
9,Tura El Balad,Line1,56,Nadi El Shams,Line3,2024,7,2,8,96,13.0,12.0
9,Tura El Balad,Line1,59,Haroun,Line3,2024,7,2,180,2700,21.0,15.0
9,Tura El Balad,Line1,63,Fair Zone,Line3,2024,7,2,39,680,23.5,17.5
9,Tura El Balad,Line1,65,Abdou Pasha,Line3,2024,7,2,31,248,8.0,8.0
9,Tura El Balad,Line1,67,Bab El Shaaria,Line3,2024,7,2,53,636,10.5,12.0
9,Tura El Balad,Line1,68,Maspero,Line3,2024,7,2,56,840,18.5,15.0
9,Tura El Balad,Line1,71,Sudan,Line3,2024,7,2,18,270,18.0,15.0
9,Tura El Balad,Line1,74,El Qawmia,Line3,2024,7,2,22,370,23.5,17.5
9,Tura El Balad,Line1,78,Al Shohadaa,Transfer_Line1/Line2,2024,7,2,65,975,19.5,15.0
9,Tura El Balad,Line1,79,Attaba,Transfer_Line2/Line3,2024,7,2,82,984,13.0,12.0
9,Tura El Balad,Line1,80,Nasser,Transfer_Line1/Line3,2024,7,2,37,555,20.0,15.0
10,Sakanat El Maadi,Line1,1,Helwan,Line1,2024,7,2,116,928,9.0,8.0
10,Sakanat El Maadi,Line1,2,Ain Helwan,Line1,2024,7,2,16,128,8.0,8.0
10,Sakanat El Maadi,Line1,6,El Maasara,Line1,2024,7,2,53,424,4.0,8.0
10,Sakanat El Maadi,Line1,16,El Malek El Saleh,Line1,2024,7,2,93,744,6.0,8.0
10,Sakanat El Maadi,Line1,17,Sayeda Zeinab,Line1,2024,7,2,51,408,7.0,8.0
10,Sakanat El Maadi,Line1,25,Saray El Qobba,Line1,2024,7,2,35,420,15.0,12.0
10,Sakanat El Maadi,Line1,26,Hadayek El Zaitoun,Line1,2024,7,2,17,204,16.0,12.0
10,Sakanat El Maadi,Line1,27,Helmeyet El Zaitoun,Line1,2024,7,2,40,600,17.0,15.0
10,Sakanat El Maadi,Line1,31,El Marg,Line1,2024,7,2,69,1035,21.0,15.0
10,Sakanat El Maadi,Line1,34,Sakiat Mekky,Line2,2024,7,2,7,105,21.0,15.0
10,Sakanat El Maadi,Line1,36,Giza,Line2,2024,7,2,32,352,11.0,10.0
10,Sakanat El Maadi,Line1,41,Opera,Line2,2024,7,2,24,339,16.5,13.5
10,Sakanat El Maadi,Line1,42,Mohamed Naguib,Line2,2024,7,2,15,180,14.5,12.0
10,Sakanat El Maadi,Line1,48,Koliet El Zeraa,Line2,2024,7,2,56,699,17.5,13.5
10,Sakanat El Maadi,Line1,50,Adly Mansour,Line3,2024,7,2,104,1491,17.5,13.5
10,Sakanat El Maadi,Line1,53,Qobaa,Line3,2024,7,2,26,306,13.5,11.5
10,Sakanat El Maadi,Line1,54,Hesham Barakat,Line3,2024,7,2,19,264,16.5,13.5
